fuente|authors|author_full_names|Author_ID|title|year|source_title|volume|issue|art|page_start|page_end|page_count|cited_by|DOI|link|abstract|author_Keywords|index_keywords|document_type|publication_stage|open_access|source|EID
WEB OF SCIENCE|Vos, Tanja E. J.; Aho, Pekka; Ricos, Fernando Pastor; Rodriguez-Valdes, Olivia; Mulders, Ad|||testar - scriptless testing through graphical user interface|2021|SOFTWARE TESTING VERIFICATION & RELIABILITY|31|3|e1771|||||10.1002/stvr.1771||Covering all the possible paths of the graphical user interface (GUI) with test scripts would take too much effort and result in serious maintenance issues. We propose complementing scripted testing with scriptless test automation using the open-source testar tool. This paper gives a comprehensive overview of testar and its latest extensions together with the ongoing and future research. With this paper, we hope we can help and encourage other researchers to use testar for their GUI testing-related research and pave the way for an international research agenda in GUI testing built upon stable and open-source infrastructure.|||Article||||
WEB OF SCIENCE|Cha, Sooyoung; Hong, Seongjoon; Bak, Jiseong; Kim, Jingyoung; Lee, Junhee; Oh, Hakjoo|||Enhancing Dynamic Symbolic Execution by Automatically Learning Search Heuristics|2022|IEEE TRANSACTIONS ON SOFTWARE ENGINEERING|48|9||3640|3663|||10.1109/TSE.2021.3101870||We present a technique to automatically generate search heuristics for dynamic symbolic execution. A key challenge in dynamic symbolic execution is how to effectively explore the program's execution paths to achieve high code coverage in a limited time budget. Dynamic symbolic execution employs a search heuristic to address this challenge, which favors exploring particular types of paths that are most likely to maximize the final coverage. However, manually designing a good search heuristic is nontrivial and typically ends up with suboptimal and unstable outcomes. The goal of this paper is to overcome this shortcoming of dynamic symbolic execution by automatically learning search heuristics. We define a class of search heuristics, namely a parametric search heuristic, and present an algorithm that efficiently finds an optimal heuristic for each subject program. Experimental results with industrial-strength symbolic execution tools (e.g., KLEE) show that our technique can successfully generate search heuristics that significantly outperform existing manually-crafted heuristics in terms of branch coverage and bug-finding.|||Article||||
WEB OF SCIENCE|mingu, Heo; Park, ChangHoon|||Measuring gameplay similarity between human and reinforcement learning artificial intelligence|2020|Journal of Korea Game Society|20|6||63|73|||||Recently, research on automating game tests using artificial intelligence agents instead of humans is attracting attention. This paper aims to collect play data from human and artificial intelligence and analyze their similarity as a preliminary study for game balancing automation. At this time, constraints were added at the learning stage in order to create artificial intelligence that can play similar to humans. Play datas obtained 14 people and 60 artificial intelligence by playing Flippy bird games 10 times each. The collected datas compared and analyzed for movement trajectory, action position, and dead position using the cosine similarity method. As a result of the analysis, an artificial intelligence agent with a similarity of 0.9 or more with humans was found.|||research-article||||
WEB OF SCIENCE|Tang, Bo; Shah, Vijay K.; Marojevic, Vuk; Reed, Jeffrey H.|||AI Testing Framework for Next-G O-RAN Networks: Requirements, Design, and Research Opportunities|2023|IEEE WIRELESS COMMUNICATIONS|30|1||70|77|||10.1109/MWC.001.2200213||Openness and intelligence are two enabling features to be introduced in next generation wireless networks, for example, Beyond 5G and 6G, to support service heterogeneity, open hardware, optimal resource utilization, and on-demand service deployment. The open radio access network (O-RAN) is a promising RAN architecture to achieve both openness and intelligence through virtualized network elements and well-defined interfaces. While deploying artificial intelligence (AI) models is becoming easier in O-RAN, one significant challenge that has been long neglected is the comprehensive testing of their performance in realistic environments. This article presents a general automated, distributed and AI-enabled testing framework to test AI models deployed in O-RAN in terms of their decision-making perfor-mance, vulnerability and security. This framework adopts a master-actor architecture to manage a number of end devices for distributed testing. More importantly, it leverages AI to automatically and intelligently explore the decision space of AI models in O-RAN. Both software simulation testing and software-defined radio hardware testing are supported, enabling rapid proof of concept research and experimental research on wireless research platforms.|||Article||||
WEB OF SCIENCE|Radic, Nikola|||Automated Translation of Legal Instruments to Smart Contracts Using Large Language Models|2025||||||||||||||Dissertation/Thesis||||
WEB OF SCIENCE|Yang, Yuxuan; Chen, Xin|||Crowdsourced Test Report Prioritization Based on Text Classification|2022|IEEE ACCESS|10|||92692|92705|||10.1109/ACCESS.2021.3128726||In crowdsourced testing, crowd workers from different places help developers conduct testing and submit test reports for the observed abnormal behaviors. Developers manually inspect each test report and make an initial decision for the potential bug. However, due to the poor quality, test reports are handled extremely slowly. Meanwhile, due to the limitation of resources, some test reports are not handled at all. Therefore, some researchers attempt to resolve the problem of test report prioritization and have proposed many methods. However, these methods do not consider the impact of duplicate test reports. In this paper, we focus on the problem of test report prioritization and present a new method named DivClass by combining a diversity strategy and a classification strategy. First, we leverage Natural Language Processing (NLP) techniques to preprocess crowdsourced test reports. Then, we build a similarity matrix by introducing an asymmetric similarity computation strategy. Finally, we combine the diversity strategy and the classification strategy to determine the inspection order of test reports. To validate the effectiveness of DivClass, experiments are conducted on five crowdsourced test report datasets. Experimental results show that DivClass achieves 0.8887 in terms of APFD (Average Percentage of Fault Detected) and improves the state-of-the-art technique DivRisk by 14.12% on average. The asymmetric similarity computation strategy can improve DivClass by 4.82% in terms of APFD on average. In addition, empirical results show that DivClass can greatly reduce the number of inspected test reports.|||Article||||
WEB OF SCIENCE|Lee, In-Kyoun; Jin, Min-Seong; Lee, Gwang-Woon; GUNWOO, PARK|||Test Cases Generation and Transformer Language Models Performance Comparison for Korean Natural Language Processing-based AI SW|2024|The International Journal of Advanced Culture Technology|12|4||408|417|||||Since the emergence of ChatGPT, transformer-based language models have become highly popular. This study utilizes a transformer-based approach to measure Korean sentence similarity for software testing. By doing so, we propose test cases using metamorphic relationships. The performance of the transformer models is then compared using similarity measures. First, we create a test set by transforming sentences from the Defense Daily according to specific rules. We then input these transformed sentences into the RoBERTa, Electra, and T5 models. We check whether the similarity measure between the original sentence and its variant satisfies the metamorphic relationship. The performance of each model is then compared using a similarity measure. In our experiments, the RoBERTa model satisfied metamorphic relations in MR5 and MR6, which involved transforming nouns and verbs into synonyms, and in MR7, which involved altering sentence order, with accuracy rates of 80%, 85%, and 88%, respectively. All tests passed except MR7 (77%) for the Electra model and MR1 (73%) for the T5 model. Finally, we compared the performance of each model. In the comparison, the Electra model outperformed the T5 model (99.96%) and the RoBERTa model (99.62%) with an accuracy of 99.97%.|||research-article||||
WEB OF SCIENCE|Parry, Owain; Kapfhammer, Gregory M.; Hilton, Michael; McMinn, Phil|||Empirically evaluating flaky test detection techniques combining test case rerunning and machine learning models|2023|EMPIRICAL SOFTWARE ENGINEERING|28|3|72|||||10.1007/s10664-023-10307-w||A flaky test is a test case whose outcome changes without modification to the code of the test case or the program under test. These tests disrupt continuous integration, cause a loss of developer productivity, and limit the efficiency of testing. Many flaky test detection techniques are rerunning-based, meaning they require repeated test case executions at a considerable time cost, or are machine learning-based, and thus they are fast but offer only an approximate solution with variable detection performance. These two extremes leave developers with a stark choice. This paper introduces CANNIER, an approach for reducing the time cost of rerunning-based detection techniques by combining them with machine learning models. The empirical evaluation involving 89,668 test cases from 30 Python projects demonstrates that CANNIER can reduce the time cost of existing rerunning-based techniques by an order of magnitude while maintaining a detection performance that is significantly better than machine learning models alone. Furthermore, the comprehensive study extends existing work on machine learning-based detection and reveals a number of additional findings, including (1) the performance of machine learning models for detecting polluter test cases; (2) using the mean values of dynamic test case features from repeated measurements can slightly improve the detection performance of machine learning models; and (3) correlations between various test case features and the probability of the test case being flaky.|||Article||||
WEB OF SCIENCE|Olsina, Luis; Lew, Philip; Becker, Pablo|||Comparative analysis of the syntactic and semantic consistency of terms in software testing glossaries|2024|SOFTWARE QUALITY JOURNAL|32|1||27|52|||10.1007/s11219-023-09638-0||This paper addresses terminological consistency issues of three software testing glossaries used in academia and industry. The evaluation focus mainly deals with a sub-characteristic of information quality such as consistency, which includes syntactic and semantic consistency. To systematically conduct this study, we have established a set of activities or steps. These include defining the evaluation goal and scope, selecting the glossaries, conceiving the terminological categories, classifying the glossary terms into categories, calculating syntactic and semantic similarities, analyzing consistency, and making recommendations. For instance, for the testing domain, eight terminological categories were conceived, in which, for each selected glossary, a corresponding term is included in a category, considering the semantics intended by the authors of these standard documents. To count the occurrence frequency of a term in the glossaries, a tool was built that also takes into account the matching of synonyms. Then, a comparative analysis of syntactic and semantic consistency was carried out for all the terms ending in the word testing, which enables us to give recommendations. This exploratory study identifies some inconsistencies that might deserve further attention and efforts to promote agreement and harmonization among the authors/editors of these glossaries in order to provide their readers with the most consistent and easiest way to understand and learn software testing concepts.|||Article||||
WEB OF SCIENCE|Wei, Chenhao; Xiao, Lu; Yu, Tingting; Chen, Xinyu; Wang, Xiao; Wong, Sunny; Clune, Abigail|||Automatically Tagging the AAA Pattern in Unit Test Cases Using Machine Learning Models|2023|IEEE TRANSACTIONS ON SOFTWARE ENGINEERING|49|5||3305|3324|||10.1109/TSE.2023.3252442||The AAA pattern (i.e., Arrange-Act-Assert) is a common and natural layout to create a test case. Following this pattern in test cases may benefit comprehension, debugging, and maintenance. The AAA structure of real-life test cases, however, may not be clear due to their high complexity. Manually labeling AAA statements in test cases is tedious. Thus, we envision that an automated approach for labeling AAA statements in existing test cases could benefit new developers and projects that practice collective code ownership and test-driven development. This paper contributes an automatic approach based on machine learning models. The secret sauce of this approach is a set of three learning features that are based on the semantic, syntax, and context information in test cases, derived from the manual tagging process. Thus, our approach mimics how developers may manually tag the AAA pattern of a test case. We assess the precision, recall, and F-1 score of our approach based on 449 test cases, containing about 16,612 statements, across 4 Apache open source projects. To achieve the best performance in our approach, we explore the usage of six machine learning models; the contribution of the SMOTE data balancing technique; the comparison of the three learning features; and the comparison of five different methods for calculating the semantic feature. The results show our approach is able to identify Arrangement, Action, and Assertion statements with a precision upwards of 92%, and recall up to 74%. We also summarize some experience based on our experiments-regarding the choice of machine learning models, data balancing algorithm, and feature engineering methods-which could potentially provide some reference to related future research.|||Article||||
WEB OF SCIENCE|Hanfati, Kirana; Sukaridhoto, Sritrusta; Rante, Hestiasari; Budiarti, Rizqi Putri Nourma; Nadatien, Ima|||Application of mixed reality and artificial intelligence to assist medical students in learning injection technique|2023|BALI MEDICAL JOURNAL|12|3||3363|3369|||10.15562/bmj.v12i3.4425||Introduction: The usage of immersive technology has advanced in a number of areas of life because of the development of technology that keeps pace with the times. Another immersive technology that combines VR and AR is mixed reality (MR), which enables us to interact with 3-dimensional objects in the real world. Since MR technology gives a more nuanced experience, the market is highly promising. This study aims to evaluate the application of mixed reality and artificial intelligence to assist medical students in learning injection technique. Methods: This type of research is analytic with a quantitative and qualitative approach to prove the purpose of the research. This research involved 40 students. Due to the creative nature of immersive technology, it must be combined with other technologies to produce an even more complicated and engaging experience. In order to enhance the quality of the user experience, we will merge MR immersive technology with AI in this research for medical educational field. The integration of these two technologies via an application that can be launched on a Hololens 2 and Magic Leap 1 device and can identify person in a laboratory to support in student learning. Results: For instance, students can utilize artificial intelligence (AI) to learn the names of objects in the lab and do simulation about injection technique. The study 's outcomes are presented in software testing (FPS, CPU, GPU, and load scene) an in the form of user testing utilizing the PIECES Framework (Performance, Information and Data, Economy, Control and Security, Efficiency, and Service), which evaluates the application's utility or significance as well as the satisfaction of its users. Conclusion: The system was able to develop a combining application of artificial intelligence and mixed reality for detecting objects in laboratories to assist learning students, according to the study's conclusions.|||Article||||
WEB OF SCIENCE|Astorga, Angello; Saha, Shambwaditya; Dinkins, Ahmad; Wang, Felicia; Madhusudan, P.; Xie, Tao|||Synthesizing Contracts Correct Modulo a Test Generator|2021|PROCEEDINGS OF THE ACM ON PROGRAMMING LANGUAGES-PACMPL|5||104|||||10.1145/3485481||We present an approach to learn contracts for object-oriented programs where guarantees of correctness of the contracts are made with respect to a test generator. Our contract synthesis approach is based on a novel notion of tight contracts and an online learning algorithm that works in tandem with a test generator to synthesize tight contracts. We implement our approach in a tool called Precis and evaluate it on a suite of programs written in C#, studying the safety and strength of the synthesized contracts, and compare them to those synthesized by DAIKON.|||Article||||
WEB OF SCIENCE|Liu, Chien-Hung; You, Shingchern D.; Chiu, Ying-Chieh|||A Reinforcement Learning Approach to Guide Web Crawler to Explore Web Applications for Improving Code Coverage|2024|ELECTRONICS|13|2|427|||||10.3390/electronics13020427||Web crawlers are widely used to automatically explore and test web applications. However, navigating the pages of a web application can be difficult due to dynamic page generation. In particular, the inputs for the web form fields can affect the resulting pages and subsequent navigation. Therefore, choosing the inputs and the order of clicks on a web page is essential for an effective web crawler to achieve high code coverage. This paper proposes a set of actions to quickly fill in web form fields and uses reinforcement learning algorithms to train a convolutional neural network (CNN). The trained agent, named iRobot, can autonomously select actions to guide the web crawler to maximize code coverage. We experimentally compared different reinforcement learning algorithms, neural networks, and actions. The results show that our CNN network with the proposed actions performs better than other neural networks in terms of branch coverage using the Deep Q-learning (DQN) or proximal policy optimization (PPO) algorithm. Furthermore, compared to previous studies, iRobot can increase branch coverage by about 1.7% while reducing training time to 12.54%.|||Article||||
WEB OF SCIENCE|Shin, Jiho; Hemmati, Hadi; Wei, Moshi; Wang, Song|||Assessing Evaluation Metrics for Neural Test Oracle Generation|2024|IEEE TRANSACTIONS ON SOFTWARE ENGINEERING|50|9||2337|2349|||10.1109/TSE.2024.3433463||Recently, deep learning models have shown promising results in test oracle generation. Neural Oracle Generation (NOG) models are commonly evaluated using static (automatic) metrics which are mainly based on textual similarity of the output, e.g. BLEU, ROUGE-L, METEOR, and Accuracy. However, these textual similarity metrics may not reflect the testing effectiveness of the generated oracle within a test suite, which is often measured by dynamic (execution-based) test adequacy metrics such as code coverage and mutation score. In this work, we revisit existing oracle generation studies plus gpt-3.5 to empirically investigate the current standing of their performance in textual similarity and test adequacy metrics. Specifically, we train and run four state-of-the-art test oracle generation models on seven textual similarity and two test adequacy metrics for our analysis. We apply two different correlation analyses between these two different sets of metrics. Surprisingly, we found no significant correlation between the textual similarity metrics and test adequacy metrics. For instance, gpt-3.5 on the jackrabbit-oak project had the highest performance on all seven textual similarity metrics among the studied NOGs. However, it had the lowest test adequacy metrics compared to all the studied NOGs. We further conducted a qualitative analysis to explore the reasons behind our observations. We found that oracles with high textual similarity metrics but low test adequacy metrics tend to have complex or multiple chained method invocations within the oracle's parameters, making them hard for the model to generate completely, affecting the test adequacy metrics. On the other hand, oracles with low textual similarity metrics but high test adequacy metrics tend to have to call different assertion types or a different method that functions similarly to the ones in the ground truth. Overall, this work complements prior studies on test oracle generation with an extensive performance evaluation on textual similarity and test adequacy metrics and provides guidelines for better assessment of deep learning applications in software test generation in the future.|||Article||||
WEB OF SCIENCE|Tao, Chuanqi; Guo, Hongjing; Zhang, Jingxuan; Huang, Zhiqiu|||Supporting maintenance and testing for AI functions of mobile apps based on user reviews: An empirical study on plant identification apps|2023|JOURNAL OF SOFTWARE-EVOLUTION AND PROCESS|35|11|e2444|||||10.1002/smr.2444||Despite the tremendous development of artificial intelligence (AI)-based mobile apps, they suffer from quality issues. Data-driven AI software poses challenges for maintenance and quality assurance. Metamorphic testing has been successfully adopted to AI software. However, most previous studies require testers to manually identify metamorphic relations in an ad hoc and arbitrary manner, thereby encountering difficulties in reflecting real-world usage scenarios. Previous work showed that information available in user reviews is effective for maintenance and testing tasks. Yet, there is a lack of studies leveraging reviews to facilitate AI function maintenance and testing activities. This paper proposes METUR, a novel approach to supporting maintenance and testing for AI functions based on reviews. Firstly, METUR automatically classifies reviews that can be exploited for supporting AI function maintenance and evolution activities. Then, it identifies test contexts from reviews in the usage scenario category. METUR instantiates the metamorphic relation pattern for deriving concrete metamorphic relations based on test contexts. The follow-up test dataset is constructed for conducting metamorphic testing. Empirical studies on plant identification apps indicate that METUR effectively categorizes reviews that are related to AI functions. METUR is feasible and effective in detecting inconsistent behaviors by using the metamorphic relations constructed based on reviews.|||Article||||
WEB OF SCIENCE|Μιχαηλίδης, Δημήτριος|||Έλεγχος Λογισμικού με Χρήση Εφαρμογών Τεχνητής Νοημοσύνης (AI)Software Control Using Artificial Intelligence (AI) Applications|2024|||||||||10.26267/unipi_dione/3704|||||Dissertation/Thesis||||
WEB OF SCIENCE|Sakhrawi, Zaineb; Labidi, Taher|||Test case selection and prioritization approach for automated regression testing using ontology and COSMIC measurement|2024|AUTOMATED SOFTWARE ENGINEERING|31|2|51|||||10.1007/s10515-024-00447-8||Regression testing is an important activity that aims to provide information about the quality of the software product under test when changes occur. The two primary techniques for optimizing regression testing are test case selection and prioritization. To identify features affected by a change and determine the best test cases for selection and prioritization, techniques allowing the semantic representation and the quantification of testing concepts are required. The goal of this paper is threefold. Firstly, we proposed an ontology-based test case selection model that enables automated regression testing by dynamically selecting appropriate test cases. The selection of test cases is based on a semantic mapping between change requests and their associated test suites and test cases. Secondly, the selected test cases are prioritized based on their functional size. The functional size is determined using the COmmon Software Measurement International Consortium (COSMIC) Functional Size Measurement (FSM) method. The test case prioritization attempts to reorganize test case execution in accordance with its goal. One common goal is fault detection, in which test cases with a higher functional size (i.e., with a higher chance of detecting a fault) are run first, followed by the remaining test cases. Thirdly, we built an automated testing tool using the output of the aforementioned processes to validate the robustness of our proposed research methodology. Results from a case study in the automotive industry domain show that semantically presenting change requests and using standardized FSM methods to quantify their related test cases are the most interesting metrics. Obviously, they assist in the automation of regression testing and, therefore, in all the software testing processes.|||Article||||
WEB OF SCIENCE|Nikanjam, Amin; Morovati, Mohammad Mehdi; Khomh, Foutse; Ben Braiek, Houssem|||Faults in deep reinforcement learning programs: a taxonomy and a detection approach|2022|AUTOMATED SOFTWARE ENGINEERING|29|1|8|||||10.1007/s10515-021-00313-x||A growing demand is witnessed in both industry and academia for employing Deep Learning (DL) in various domains to solve real-world problems. Deep reinforcement learning (DRL) is the application of DL in the domain of Reinforcement Learning. Like any software system, DRL applications can fail because of faults in their programs. In this paper, we present the first attempt to categorize faults occurring in DRL programs. We manually analyzed 761 artifacts of DRL programs (from Stack Overflow posts and GitHub issues) developed using well-known DRL frameworks (OpenAI Gym, Dopamine, Keras-rl, Tensorforce) and identified faults reported by developers/users. We labeled and taxonomized the identified faults through several rounds of discussions. The resulting taxonomy is validated using an online survey with 19 developers/researchers. To allow for the automatic detection of faults in DRL programs, we have defined a meta-model of DRL programs and developed DRLinter, a model-based fault detection approach that leverages static analysis and graph transformations. The execution flow of DRLinter consists in parsing a DRL program to generate a model conforming to our meta-model and applying detection rules on the model to identify faults occurrences. The effectiveness of DRLinter is evaluated using 21 synthetic and real faulty DRL programs. For synthetic samples, we injected faults observed in the analyzed artifacts from Stack Overflow and GitHub. The results show that DRLinter can successfully detect faults in both synthesized and real-world examples with a recall of 75% and a precision of 100%.|||Article||||
WEB OF SCIENCE|Raamesh, Lilly; Jothi, S.; Radhika, S.|||Test case minimization and prioritization for regression testing using SBLA-based adaboost convolutional neural network|2022|JOURNAL OF SUPERCOMPUTING|78|16||18379|18403|||10.1007/s11227-022-04540-1||The software engineers retain the test cases they create for specific software for future usage. This form of test case reuse is called regression testing and this step mainly improves the software testing efficiency. The test case minimization and prioritization for regression testing raise different issues such as higher time consumption and heavier resource utilization. To overcome this problem, this paper presents a Side-blotched lizard optimized AdaBoost Convolutional Neural Network (SBLA-AdaBoost CNN) model. The proposed technique mainly aims to discover the faults initially and minimize the test case execution cost. The proposed model is evaluated using the Defects4J dataset. Our proposed method tends to be cost-effective since it integrates test case selection, prioritization, and minimization. The proposed methodology can be also utilized to arrange the test cases during their initial stages of software testing. The results demonstrate that the proposed methodology is efficient in identifying the changes in different parts of the source code, minimizing resource utilization, and time consumption. The precision and recall score obtained by the proposed methodology is 98.5% and 99% which is relatively higher than the state-of-art techniques. The time taken by the proposed methodology to evaluate a total of 50 test cases is 19.14 s.|||Article||||
WEB OF SCIENCE|Chahar, Vikas; Bhatia, Pradeep Kumar|||Performance Analysis of Software Test Effort Estimation using Genetic Algorithm and Neural Network|2022|INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS|13|10||376|383|||||In present scenario, the software companies are frequently involving software test effort estimation to allocate the resources efficiently during the software development process. Different machine learning models are developed to estimate the total effort that would be required before the software product could be delivered. These computational models are used to use the past data to estimate the efforts. In the current studies, test effort estimation for software is predicted using the Genetic algorithm and Neural Network. The attributes are selected using the Genetic algorithm and similarity measure between the attribute values has been computed using the Cosine Similarity measure. The simulation experiments were done using the PROMISE and Kaggle repository and implementation was done using the MATLAB software. The performance metrics namely, precision, recall, and accuracy are computed to evaluate against the existing techniques. The accuracy of the proposed model is 91.3% and results are improved by 8.9% in comparison to existing technique and comparison has been made for superiority to predict the test effort for software development.|||Article||||
WEB OF SCIENCE|Toohey, Jack; Raunak, M. S.; Binkley, Dave|||From Neuron Coverage to Steering Angle: Testing Autonomous Vehicles Effectively|2021|COMPUTER|54|8||77|85|||10.1109/MC.2021.3079921||A deep neural network (DNN)-based system is a black box of complex interactions, resulting in a classification or prediction. We investigate the use of realistic transformations to create new images for testing a trained autonomous vehicle DNN as well as their impact on neuron coverage.|||Article||||
WEB OF SCIENCE|Zhang, Zhiyi; Wang, Yichun; Yao, Yongming; Wang, Ziyuan; Huang, Zhiqiu|||A fine-grained evaluation of mutation operators to boost mutation testing for deep learning systems|2025|EMPIRICAL SOFTWARE ENGINEERING|30|3|63|||||10.1007/s10664-025-10613-5||The extensive application of deep learning (DL) makes ensuring its reliability crucial, especially in the safety-critical domain. Mutation testing has been used to assess the test data quality for DL systems, but generating substantial mutants makes it expensive. The cost could be reduced by excluding mutation operators that are not beneficial. However, what DL mutation operators contribute to test effectiveness is still unknown. Therefore, determining which mutation operators are helpful is challenging. In this paper, we provide a fine-grained evaluation of DL mutation operators usefulness by introducing two measures that incorporate the classification results: Redundancy Score (RS), which qualities the redundancy of mutation operators, and Quality Score (QS), which qualities the ability of mutation operators in guiding the generation of high-quality test cases. Our empirical evaluation suggests that RS and QS could evaluate DL mutation operators from a dual perspective. In the context of selective mutation, utilizing RS and QS to prioritize DL mutation operators provides the benefit of reducing a significant number of mutants while maintaining high test effectiveness, thus helping optimize DL mutation testing. Additionally, for a more comprehensive analysis of selective mutation, we introduce the definition of FaultType for DL mutation testing and further evaluate the performance of the measures in aiding the detection of diverse faults. Experimental results show that RS and QS could also expedite the detection of various fault types in DL models, which contributes to a more thorough evaluation of test data.|||Article||||
WEB OF SCIENCE|Bartlett, Antony; Liem, Cynthia C. S.; Panichella, Annibale|||Multi-objective differential evolution in the generation of adversarial examples|2024|SCIENCE OF COMPUTER PROGRAMMING|238||103169|||||10.1016/j.scico.2024.103169||Adversarial examples remain a critical concern for the robustness of deep learning models, showcasing vulnerabilities to subtle input manipulations. While earlier research focused on generating such examples using white-box strategies, later research focused on gradient-based black-box strategies, as models' internals often are not accessible to external attackers. This paper extends our prior work by exploring a gradient-free search-based algorithm for adversarial example generation, with particular emphasis on differential evolution (DE). Building on top of the classic DE operators, we propose five variants of gradient-free algorithms: a singleobjective approach ( GA DE ), two multi-objective variations ( NSGA-II DE and MOEA/D DE ), and two many-objective strategies ( NSGA-III DE and AGE-MOEA DE ). Our study on five canonical image classification models shows that whilst GA DE variant remains the fastest approach, NSGA-II DE consistently produces more minimal adversarial attacks (i.e., with fewer image perturbations). Moreover, we found that applying a post-process minimization to our adversarial images, would further reduce the number of changes and overall delta variation (image noise).|||Article||||
WEB OF SCIENCE|Jammalamadaka, Kiran; Parveen, Nikhat|||Testing coverage criteria for optimized deep belief network with search and rescue|2021|JOURNAL OF BIG DATA|8|1|59|||||10.1186/s40537-021-00453-7||A new data-driven programming model is defined by the deep learning (DL) that makes the internal structure of a created neuron system over a fixed of training data. DL testing structure only depends on the data labeling and manual group. Nowadays, a lot of coverage criteria have been developed, but these criteria basically count the neurons' quantity whose activation during the implementation of a DL structure fulfilled certain properties. Also, existing criteria are not adequately fine-grained to capture delicate behaviors. This paper develops an optimized deep belief network (DBN) with a search and rescue (SAR) algorithm for testing coverage criteria. For an optimal selection of DBN structure, the SAR algorithm is introduced. The main objective is to test the DL structure using different criteria to enhance the coverage accuracy. The different coverage criteria such as KMNC, NBC, SNAC, TKNC, and TKNP are used for the testing of DBN. Using the generated test inputs, the criteria is validated and the developed criteria are capable to capture undesired behaviors in the DBN structure. The developed approach is implemented by Python platform using three standard datasets like MNIST, CIFAR-10, and ImageNet. For analysis, the developed approach is compared with the three LeNet models like LeNet-1, LeNet-4 and LeNet-5 for the MNIST dataset, the VGG-16, and ResNet-20 models for the CIFAR-10 dataset, and the VGG-19 and ResNet-50 models for the ImageNet dataset. These models are tested on the four adversarial test input generation approaches like BIM, JSMA, FGSM, and CW, and one DL testing method like DeepGauge to validate the efficiency of the suggested approach. The simulation results proved that the proposed approach obtained high coverage accuracy for each criterion on four adversarial test inputs and one DL testing method as compared to other models.|||Article||||
WEB OF SCIENCE|Zheng, Wei; Lin, Lidan; Wu, Xiaoxue; Chen, Xiang|||An Empirical Study on Correlations Between Deep Neural Network Fairness and Neuron Coverage Criteria|2024|IEEE TRANSACTIONS ON SOFTWARE ENGINEERING|50|3||391|412|||10.1109/TSE.2023.3349001||Recently, with the widespread use of deep neural networks (DNNs) in high-stakes decision-making systems (such as fraud detection and prison sentencing), concerns have arisen about the fairness of DNNs in terms of the potential negative impact they may have on individuals and society. Therefore, fairness testing has become an important research topic in DNN testing. At the same time, the neural network coverage criteria (such as criteria based on neuronal activation) is considered as an adequacy test for DNN white-box testing. It is implicitly assumed that improving the coverage can enhance the quality of test suites. Nevertheless, the correlation between DNN fairness (a test property) and coverage criteria (a test method) has not been adequately explored. To address this issue, we conducted a systematic empirical study on seven coverage criteria, six fairness metrics, three fairness testing techniques, and five bias mitigation methods on five DNN models and nine fairness datasets to assess the correlation between coverage criteria and DNN fairness. Our study achieved the following findings: 1) with the increase in the size of the test suite, some of the coverage and fairness metrics changed significantly, as the size of the test suite increased; 2) the statistical correlation between coverage criteria and DNN fairness is limited; and 3) after bias mitigation for improving the fairness of DNN, the change pattern in coverage criteria is different; 4) Models debiased by different bias mitigation methods have a lower correlation between coverage and fairness compared to the original models. Our findings cast doubt on the validity of coverage criteria concerning DNN fairness (i.e., increasing the coverage may even have a negative impact on the fairness of DNNs). Therefore, we warn DNN testers against blindly pursuing higher coverage of coverage criteria at the cost of test properties of DNNs (such as fairness).|||Article||||
WEB OF SCIENCE|Pan, Xi; Huan, Zhan; Li, Yimang; Cao, Yingying|||Enhancement of GUI Display Error Detection Using Improved Faster R-CNN and Multi-Scale Attention Mechanism|2024|APPLIED SCIENCES-BASEL|14|3|1144|||||10.3390/app14031144||Graphical user interfaces (GUIs) hold an irreplaceable position in modern software and applications. Users can interact through them. Due to different terminal devices, there are sometimes display errors, such as component occlusion, image loss, text overlap, and empty values during software rendering. To address the aforementioned common four GUI display errors, a target detection algorithm based on the improved Faster R-CNN is proposed. Specifically, ResNet-50 is used instead of the traditional VGG-16 as the feature extraction network. The feature pyramid network (FPN) and the enhanced multi-scale attention (EMA) algorithm are introduced to improve accuracy. ROI-Align is used instead of ROI-Pooling to enhance the generalization capability of the network. Since training models require a large number of labeled screenshots of errors, there is currently no publicly available dataset with GUI display problems. Therefore, a training data generation algorithm has been developed, which can automatically generate screenshots with GUI display problems based on the Rico dataset. Experimental results show that the improved Faster R-CNN achieves a detection accuracy of 87.3% in the generated GUI problem dataset, which is a 7% improvement compared to the previous version.|||Article||||
