fuente|authors|author_full_names|scopus_author_id|title|year|source_title|volume|issue|art|page_start|page_end|page_count|cited_by|DOI|link|abstract|author_keywords|index_keywords|document_type|publication_stage|open_access|source|EID|h_index_autor|h_index_revista|cuartil|author_orcid|issn|cuartil_numerico|h_index_revista_num|h_index_autor_max
IEEE|D. Mathew; C. S. Kumar; K. Anita Cherian|||Classification of leaf spot diseases in banana using pre-trained convolutional neural networks|2023|2023 International Conference on Control, Communication and Computing (ICCC)|0|0||1|5|0|7|10.1109/ICCC57789.2023.10165629||Banana is a leading fruit crop in the global market and is grown all over the world. However, its production and trade are severely affected by the diseases caused by fungi, bacte- ria and viruses. Early diagnosis and management of such diseases are essential to avoid the yield loss. This paper demonstrates a deep learning based automated algorithm for the classification of three important leaf spot diseases in banana namely, Sigatoka, Cordana and Deightoneilla. Images of banana leaves infected with these diseases have been applied to four augmented pre-trained convolutional neural networks and their performance in disease classification is compared. An accuracy of 91.7% is achieved on the model with DenseNet 121 backbone.|Leaf diseases;Musa;pre-trained convolutional neural networks;transfer-learning models;DenseNet|Fungi;Deep learning;Computational modeling;Globalization;Crops;Production;Classification algorithms||||IEEE||3; 15; 6|||https://orcid.org/0000-0002-1008-7467||5|0.0|15.0
IEEE|S. A; K. S. Tamilselvan; M. R; D. P. E L; N. Gomathi; V. V R|||A Novel Attention Mechanism for Disease Detection in Potatoes|2025|2025 6th International Conference on Inventive Research in Computing Applications (ICIRCA)|0|0||1019|1025|0|0|10.1109/ICIRCA65293.2025.11089838||The potato plant is amongst the most significant vegetable crops farmed worldwide. It is rich in vitamin B12, considered to be the best ever compensation of vitamin B12 for vegetarians as it is abundantly present in non-veg foods. Potato is the most preferred vegetable to consume from kids to adults. The potato crop is prone to numerous infections like bacterial, fungal, and viral infections in its growing stages. The production is immensely affected by the diseases that occur in its sprout development stage. Diseases that occur in crops hinder the economy of agriculture as they lead to huge demands. The predominant devastating diseases influencing the growth and production of potatoes are late and early blight diseases. Detecting the diseases, especially the diseases that occurred in its initial stages, assists in preventing the loss in production and to improve the yield. A decrease in production results in increasing cost and demand. The proposed work incorporating the modified AttDenseNet architecture with the layers of Convolutional neural network layers proceeded by self-attention and co-attention mechanisms assist in predicting the disease in its earlier stages, proffers accuracy of 98.7 percent in detecting the diseases in potatoes in a maximum number of epochs.|Disease detection;potatoes;Self-attention;co-attention;CNN;late and early blight;accuracy|Accuracy;Attention mechanisms;Crops;Production;Computer architecture;Agriculture;Robustness;Convolutional neural networks;Monitoring;Diseases||||IEEE||15; 8; 6; 2; 11; 0|||https://orcid.org/0000-0002-5956-1801; https://orcid.org/0000-0001-8364-0596||5|0.0|15.0
IEEE|I. El Massi; Y. Es-Saady; M. El Yassa; D. Mammass; A. Benazoun|||Automatic Recognition of the Damages and Symptoms on Plant Leaves Using Parallel Combination of Two Classifiers|2016|2016 13th International Conference on Computer Graphics, Imaging and Visualization (CGiV)|0|0||131|136|0|13|10.1109/CGiV.2016.34||This study presents a multiple classifier system for automatic recognition of the damages and symptoms on plant leaves from images. The proposed approach is based on parallel combination of two kinds of classifiers, one is a neural network classifier that uses texture, color and shape features to distinguish between the damages and symptoms, then the other is a support vector machine (SVM) classifier that uses texture and shape features. In order to design our system, we have based on some existing approaches in the field that adopt a single classifier. The tests of this study were carried out on six classes including the damages of three pest insects (Leaf miners, Thrips and Tuta absoluta) and symptoms of three fungal diseases (Early blight, Late blight and Powdery mildew). The experimental results show the efficiency of our approach compared to the pervious approaches based on single classifier. The proposed approach is more effective and has the highest rate of recognition.|Multiple classifier system;Neural network;Support vector machine;Damages;Symptomes;Image|Image color analysis;Shape;Support vector machines;Feature extraction;Lesions;Neural networks;Image segmentation||||IEEE||5; 15; 9; 15; 6|||https://orcid.org/0000-0001-5175-8776; https://orcid.org/0000-0002-4934-2322||5|0.0|15.0
Scopus|Narayana, D.V.; B․, B.; Reddy, Y.V.; Chikmurge, A.; Mayur, R.; Lokesh, T.|Narayana, D. V.S. (57214219251); B․, Pakruddin (58929384900); Reddy, Y. Vikranth (59983563200); Chikmurge, Anant (59984223500); Mayur, R. (59517705100); Lokesh, Tandra (57940076700)|57214219251; 58929384900; 59983563200; 59984223500; 59517705100; 57940076700|Performance Analysis of Machine and Deep Learning Techniques for Pomegranate Fruit Disease Detection and Classification|2025||0|0||628.0|633.0|0|0|10.1109/INCIP64058.2025.11020033|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010189744&doi=10.1109%2FINCIP64058.2025.11020033&partnerID=40&md5=7f3cb14bbcb88426f2d9c01ab62d19bb|Pomegranate (Punica granatum) is a fruit crop with great nutritional and economic values; it has been touted in various parts of the world, especially the Mediterranean, Middle East, and South Asia, for health benefits. However, with more intense effort to increase yield and production, the production of the pomegranate crop is threatened by many diseases caused by pathogens such as fungi, bacteria, and viruses. Traditional diagnosis methodologies are based on the visual inspection of farmers and experts in agriculture, which takes a longer time and also rely on human judgment and may lead to some mistakes. To overcome these challenges this research utilizes the ML and DL methods like SVM, KNN, and CNN for the automatic identification and classification of diseases related to pomegranate. Dataset contains five classes such as Healthy, Anthracnose, Bacterial Blight, Cercospora, and Alternaria. We performed many task in this research like pre-processing, feature extraction to improve the model performance. Each model is trained and tested for detection and classification. KNN got 82% accuracy, which is pretty good but struggles a bit with similar disease traits. SVM performed the best and outwitted KNN with an outstanding accuracy of 93%. The SVM model classified the diseases efficaciously with high sensitivity and specificity in the ROC curve. The CNN model achieved about 98% after it had passed over 10-50 epochs, which had improved incrementally with every epoch. The results confirm that DL is a promising solution for pomegranate disease detection, offering more efficiency and reliability than traditional methods. It supports early disease identification, aiding farmers and experts in better crop management and productivity. © 2025 IEEE.|Classification; Deep learning; Disease detection; Machine learning; Pomegranate Fruit|Agricultural machinery; Automation; Bacteria; Computer aided diagnosis; Crops; Diseases; Fruits; Learning algorithms; Learning systems; Plants (botany); Deep learning; Disease classification; Disease detection; Fruit crops; Learning techniques; Machine-learning; Nutritional value; Performances analysis; Pomegranate fruit; Punica granatum; Classification (of information)|Conference paper|Final||Scopus|2-s2.0-105010189744|2; 4; 13; 0; 0; 3|||||5|0.0|13.0
Scopus|Li, T.; Yang, J.; Peng, X.; Chen, Z.; Luo, C.|Li, Ting (57219036017); Yang, Jingfeng (59454538600); Peng, Xiaoqin (7401593886); Chen, Zhimin (55705615700); Luo, Chengyang (25924306600)|57219036017; 59454538600; 7401593886; 55705615700; 25924306600|Prediction and early warning method for flea beetle based on semi-supervised learning algorithm|2008||4|0|4667278|217.0|221.0|0|7|10.1109/ICNC.2008.371|https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649121094&doi=10.1109%2FICNC.2008.371&partnerID=40&md5=809b6468c2a604a697dcd98fc2959bdf|The prediction and early warning for vegetable crop diseases and insect pests commonly based on experts' knowledge of plant protection while math modeling methods are used to analyze the associated data quantitatively scarcely. This paper takes advantage of labeled historical data to extract association rules as the supervised information, and combining with the use of the unsupervised learning method iterative self- organizing data analysis techniques algorithm (ISODATA) to establish the model semi-supervised learning algorithm for predicting and early warning vegetable pest flea beetle. Semi-supervised learning algorithm not only obtains a high accuracy of supervised learning method, but also takes advantage of the flexibility of unsupervised learning method, which is significative for both research and practice. The experimental results of Guangdong vegetable pest flea beetle show the prediction and early warning accuracy of semi-supervised learning method provides a higher accuracy rate than that of k-mean clustering, support vector machine and RBF neural network in the same condition. © 2008 IEEE.|Association rules; Flea beetle; ISODATA; Prediction and early warning; Semi-supervised learning|Association rules; Associative processing; Clustering algorithms; Education; Forecasting; Knowledge based systems; Learning systems; Military operations; Mobile telecommunication systems; Neural networks; Supervised learning; Support vector machines; Unsupervised learning; Accuracy rates; Data analysis techniques; Flea beetle; High accuracies; Historical datums; Insect pests; ISODATA; Mean clustering; Modeling methods; Plant protections; Prediction and early warning; RBF neural networks; Self-organizing; Semi-supervised learning; Supervised learning methods; Support vectors; Unsupervised learning methods; Vegetable crops; Learning algorithms|Conference paper|Final||Scopus|2-s2.0-57649121094|12; 9; 1; 13; 12|||https://orcid.org/0000-0001-5632-4475; https://orcid.org/0000-0001-9713-1792; https://orcid.org/0000-0001-8477-3163; https://orcid.org/0000-0003-1833-5733||5|0.0|13.0
IEEE|R. Sharma; M. Nagpal|||Branching Out: A Simple 5-Level Classification of Magnolia Scale Diseases Using a Combination of CNN and DT Models|2024|2024 5th IEEE Global Conference for Advancement in Technology (GCAT)|0|0||1|5|0|0|10.1109/GCAT62922.2024.10923907||Checking and sorting Magnolia Scale diseases is very important for keeping plants healthy and making sure they get the best crop output in farming. In this work, introduce a new mix using Convolutional Neural Networks (CNN) and Decision Trees (DT). It helps to sort Magnolia Scale diseases into five agreed severity levels. The mix of CNN and DT models does well. It gets 96 out of 100 right at guessing how bad the infestation with the Magnolia Scale is. Using what’s known as transfer learning, the CNN part takes important features from an existing deep learning system. Then it adjusts these learned features to special traits of a set of Magnolia Scale images for disease identification after fine-tuning. After that, adding the results from a process called CNN into a group of choices helps make the model better. It also makes it strong and gives exact levels for how serious something is. Accuracy measurements such as precision, recall, and F1-scores above 90% across all disease severity levels show that the model is dependable and accurate in spotting different stages of illnesses. The research shows that the mixed model can be very important in disease control plans for gardening. It provides accurate and sure evaluation skills needed to find diseases early on so action can be taken quickly. This study sets the building blocks for improving ways of checking diseases and it looks promising to change disease control methods in plants outside Magnolia. This could improve plant health and make farming more sustainable without just thinking about Magnolia flowers.|Magnolia Scale;Disease severity classification;Convolutional Neural Networks;Hybrid models;Horticulture;Plant disease assessment|Plant diseases;Accuracy;Transfer learning;Medical services;Real-time systems;Convolutional neural networks;Reliability;Diseases;Farming;Sorting||||IEEE||13; 1|||https://orcid.org/0000-0002-8515-082X||5|0.0|13.0
IEEE|Z. Zaludin; N. S. Khalid; N. D. B. N. Danial; M. N. Ayob; M. Z. Hasan; I. I. Ibrahim|||Machine Learning (ML) and Deep Learning (DL) Based Detection of Bacterial Heart Rot (BHR) in Pineapple Leaves|2025|2025 IEEE 15th International Conference on System Engineering and Technology (ICSET)|0|0||318|323|0|0|10.1109/ICSET65917.2025.11283911||Bacterial Heart Rot (BHR) is a major disease affecting pineapple (Ananas comosus) cultivation, with detrimental impacts on agricultural sustainability and productivity. Conventional or traditional detection methods are often hindered by inconsistency and subjectivity. BHR infected fruits, even when harvested, exhibit accelerated spoilage, reduced shelf life, and increased post-harvest losses. Consequently, growers and farmers experience significant economic losses due to decreased marketable yield and the necessity for additional disease management interventions. Hence, this study investigates the possibility using Artificial Intelligence (AI) techniques for the detection and classification of BHR severity in pineapple leaves. A comparative analysis is conducted between a deep learning model utilizing Convolutional Neural Networks (CNN) and a traditional machine learning algorithm employing K-Nearest Neighbors (KNN). Both models are trained and tested on image-based datasets and evaluated using standard performance metrics, including accuracy, precision, recall, and confusion matrices. Experimental results indicate that while both models demonstrate reasonable classification performance, the CNN-based approach achieves superior accuracy and generalization capability. These findings proved the potential of AI-driven systems in supporting precision agriculture by facilitating timely, scalable, and reliable disease detection in crop management practices.|Bacterial Heart Rot (BHR);Plant Disease Detection;KNN;CNN;Image Classifications|Heart;Precision agriculture;Economics;Accuracy;Microorganisms;Nearest neighbor methods;Performance metrics;Convolutional neural networks;Reliability;Standards||||IEEE||2; 7; 3; 13|||https://orcid.org/0000-0001-9916-1944; https://orcid.org/0000-0002-3426-6101||5|0.0|13.0
Scopus|Wakhare, P.; Neduncheliyan, S.; Mane, P.B.|Wakhare, Prashant B. (57219392064); Neduncheliyan, Subbu (17435408500); Mane, Pradeep B. (36450914400)|57219392064; 17435408500; 36450914400|Machine Learning for Accurate and Efficient Pomegranate Fruit Disease Detection: A Novel Approach to Improve Crop Yield and Quality|2023||0|0||||0|10|10.1109/ICCUBEA58933.2023.10391966|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187308810&doi=10.1109%2FICCUBEA58933.2023.10391966&partnerID=40&md5=4f78af74b942206f7e2499b59838e3e3|This paper presents a web-based tool for identifying diseases in fruit crops to address the negative impact of climate change on agriculture. With the increase in population, there is a growing demand for more food production, which puts pressure on farmers to increase crop yields. However, climate change is causing uneven weather conditions, leading to decreased crop yields. This paper proposes a solution that allows farmers to upload an image of a fruit to a system that has a trained dataset of fruit images. The system uses several image processing steps, including feature extraction based on parameters such as color, morphology, and CCV, followed by clustering using CNN Algorithm and classification using SVM to determine if the fruit is infected or not. An intent search technique is used to find the user intention from the features extracted. The experimental evaluation of the approach shows that it is effective, with a 98.38% accuracy rate in identifying diseases in fruit crops. The proposed tool can be used to identify the diseases that affect fruit crops and provide farmers with timely and accurate information, enabling them to take preventive measures to protect their crops, improve crop yields, and contribute to the overall agricultural economy. The recommendations for the application of the developed machine learning model for pomegranate fruit disease detection include using high-quality data, regularly updating the model, integrating with other detection methods, providing an easy-to-use interface, and providing technical support to growers. © 2023 IEEE.|Agricultural Productivity; Crop Yield; Deep Learning; fruit Disease Detection; Machine Learning Algorithms; Pomegranate|Climate change; Clustering algorithms; Crops; Deep learning; Image processing; Learning algorithms; Learning systems; Plants (botany); Support vector machines; Agricultural productivity; Crop quality; Crop yield; Disease detection; Fruit crops; Fruit disease detection; Machine learning algorithms; Machine-learning; Pomegranate; Fruits|Conference paper|Final||Scopus|2-s2.0-85187308810|5; 10; 12|||https://orcid.org/0000-0003-3071-9086; https://orcid.org/0009-0002-0904-8695; https://orcid.org/0000-0002-3252-9983||5|0.0|12.0
IEEE|S. Garg; D. Dixit; S. S. Yadav|||Disease Detection in Plants Using KNN Algorithm|2022|2022 4th International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)|0|0||938|943|0|7|10.1109/ICAC3N56670.2022.10074491||India is widely acknowledged as the world's fundamental producer of spices, grains, rice harvests etc. The characteristics of theyield, that defined by the plants growth and harvest. As a result, disease identification in plants is critical in the sector of cultivation. Plants are highly prone to infections, that disturb the plant's progress &, as a result, disrupt the natural balance of the agronomist. The need for an automatic disease detection process is advantageous in identifying a plant disease at an early stage.Pre-processing, feature extraction, segmentation, and classification are all steps in plant disease detection algorithms.The performance of the KNN classifier is examined, and it is discovered that the KNN classifier has higher accuracy and less fault detection than other techniques.|GLCM;KNN;K-means;Plant Disease Detection|Fault diagnosis;Plant diseases;Machine learning algorithms;Rendering (computer graphics);Prediction algorithms;Genetics;Feature extraction||||IEEE||6; 12; 6|||https://orcid.org/0000-0003-4526-4117; https://orcid.org/0000-0003-3662-0036||5|0.0|12.0
IEEE|M. Kavitha; S. Senthilkumar; K. Kalaivani; E. Saranya; P. Arunkumar; V. Malu|||Smart Environment and Plant Disease Monitoring with Analysis System in Agricultural Field|2023|2023 IEEE International Conference on ICT in Business Industry & Government (ICTBIG)|0|0||1|6|0|2|10.1109/ICTBIG59752.2023.10456200||Agriculture is deemed to be the most significant segment in India. The main objective of this research work is to monitor plant diseases and analyze the system using a smartphone. The remote monitoring framework, including temperature, stickiness and soil humidity sensors, a microcontroller, an ultrasonic sensor, a camera, and a GSM module is validated for effective environment observation. The technology could offer a fresh method for farming to obtain information related to agriculture. In this monitoring system of agricultural diseases, the main aim is to achieve disease monitoring information and collections of the results are detected by Android application through GSM. ARM processor is used for analog to digital converter (ADC) and sends the gathered information to portable through GSM. An IP web camera is occasionally empowered to catch the plant leaf picture for disease checking and an ultrasonic sensor is utilized with the end goal of plant development checking. It uses a soil battery to drive the temperature sensor to foster plant development checking framework and plant infection observation, likewise adaptive android application to screen such circumstances by utilizing this innovation to accomplish a green hardware framework.|Smart agriculture;Plant disease monitoring;GSM;Wireless sensor networks|Temperature sensors;GSM;Temperature measurement;Plant diseases;Technological innovation;Soil;Cameras||||IEEE||3; 12; 12; 4; 1; 1|||||5|0.0|12.0
IEEE|G. O. S; P. Perugu; J. S; R. Mahajan; J. G. M. A; R. Sheeja; AhilanAppathurai; Aarti|||Deep Learning-based Mango Leaf Disease Detection using Yolov8|2025|2025 3rd International Conference on Advancement in Computation & Computer Technologies (InCACCT)|0|0||881|885|0|0|10.1109/InCACCT65424.2025.11011320||The mango holds a significant position in India's fruit crop rotation and plays a major part in the nation's economy. The best strategy to avoid losing money and time is to recognize diseases in crops earlier. Obtaining a comprehensive dataset can be challenging and time-consuming. Additionally, deep learning models may struggle with detecting early-stage symptoms of diseases. In this work, a novel deep learning-based model is proposed for the early detection of mango leaf disease (MLD). An adaptive unsharp mask-guided (AUG) filter is used as a pre-processing step to improve the input pictures from the collected dataset. The enhanced images are fed into the YOLOV8 model for detecting mango leaf disease (MLD) and classifying the different kinds of disease. According to the experimental result, the proposed model attains a 99.29% success rate for the classification of disease in mango leaf. The proposed approach is compared to DL methods such as SSD, Mask RCNN, and YOLO v8. The detection accuracy is improved by the YOLO network over SSD, Mask R-CNN, and Yolo v8 by 7.57%, 4.89%, and 2.36%, respectively. In comparison to SVM, ANN, and CNN-HOG, the proposed approach advances the overall accuracy range by 4.72%, 0.73%, 13.18%, and 5.44%, respectively.|Mango leaf;you only look once (YOLOV8);deep learning;adaptive unsharp mask guided filter;leaf disease;conventional neural network|YOLO;Support vector machines;Deep learning;Adaptation models;Accuracy;Biological system modeling;Neural networks;Crops;Convolutional neural networks;Diseases||||IEEE||6; 0; 9; 12; 2; 11; 0; 3|||https://orcid.org/0000-0003-0075-3099; https://orcid.org/0000-0001-7242-2817||5|0.0|12.0
IEEE|M. Naveenkumar; M. Akila|||An Organized Examination of Image Processing for Detection and Diagnosis of Plant Diseases|2023|2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS)|0|0||1288|1299|0|1|10.1109/ICICCS56967.2023.10142319||Agriculture is one of the most important and necessary sources of national wealth. Plant and crop diseases are one of the major factors that affect output quality and quantity. Lack of quality and quantity in food production creates a negative impact on the economy as well. Hence, it is crucial to identify plant diseases. Studies reveal a wide range of plant diseases occurring in different parts of the world. Various components of plants exhibit symptoms of plant diseases especially, the leaves. Extensive research is conducted across the globe and many horticulture specialists in liaison with technological experts apply computer vision and soft computing methods to automatically detect plant diseases from leaf photos. This article provides a summary of several aspects of such studies, along with their benefits and drawbacks. The authors addresses common infections as well as the state of such detection systems’ research at various stages. The current feature extraction methods are examined in order to determine which one seems to function best across a variety of crop categories. This study will aid researchers in their understanding of the use of computer vision for identifying and categorizing plant diseases.|Phytopathology;Pathogens;Disease Identification;Machine Learning;Computer Vision|Plant diseases;Computer vision;Horticulture;Crops;Production;Feature extraction;Control systems||||IEEE||4; 11|||https://orcid.org/0000-0001-9375-110X||5|0.0|11.0
IEEE|B. Manjunatha; K. S. Moorthy; V. Srinivasan; M. Awasthi; M. Ashok; M. Suresh|||Machine Learning and Internet of Things for infection Prediction in Fruits and Vegetables|2023|2023 Second International Conference on Augmented Intelligence and Sustainable Systems (ICAISS)|0|0||587|592|0|0|10.1109/ICAISS58487.2023.10250558||Future agriculture will depend heavily on connected devices, detectors and the Internet of Things (IoT) to be more productive and sustainable. WSNs Technology-based communications and data can be used to solve the majority of the critical challenges in economics, technology, and environmental protection. Increasing the number of connected devices produces a significant amount of data in many different modalities. Additionally, geographical and temporal factors contribute to the rise in the number of networked devices. After being carefully processed and analyzed, this enormous volume of data will offer a deeper understanding that motivation enhances future forecasting, executive, and management of sensor compulsion.|Agriculture;Crops;Infection;Internet of Things;Plants;Machine Learning;Wireless|Wireless sensor networks;Wind energy;Plants (biology);Photovoltaic cells;Production;Internet of Things;Solar radiation||||IEEE||7; 3; 1; 11; 1; 6|||https://orcid.org/0000-0002-6853-6878; https://orcid.org/0009-0008-9926-7982; https://orcid.org/0000-0001-7106-2266||5|0.0|11.0
IEEE|K. -T. Zhang; C. -H. Su; J. -H. Tang|||Application of Deep Learning-Based Visual Recognition for the Prevention of Rose Leaf Mite Damage|2025|2025 IEEE International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan)|0|0||343|344|0|0|10.1109/ICCE-Taiwan66881.2025.11208032||This study applies Convolutional Neural Networks (CNNs) to detect two-spotted spider mite (Tetranychus urticae) infestations on rose leaves in Taiwan. Rose cultivation, a vital component of Taiwan’s horticultural industry, is frequently threatened by these infestations, which cause leaf chlorosis and substantial yield losses.A dataset comprising 1,051 images of both healthy and infested rose leaves was constructed, and AlexNet and VGG16 models were employed for classification. K-Fold cross-validation was used to enhance model robustness and the reliability of evaluation. Experimental results show that the VGG16 model achieved superior performance, with 90.11% accuracy and a standard deviation of 1.39%, outperforming AlexNet, which attained 88.11% accuracy.|Deep Learning;Agriculture;Image Recognition|Deep learning;Visualization;Image recognition;Accuracy;Prevention and mitigation;Robustness;Agriculture;Convolutional neural networks;Standards;Consumer electronics||||IEEE||7; 0; 10|||https://orcid.org/0000-0002-2305-0751||5|0.0|10.0
Scopus|Pushpa, P.; Priyanka, M.; Somu, C.S.; Venitha, E.; Savija, J.; Mohanaprakash, T.A.|Pushpa, P. (58296524300); Priyanka, Maher (59406863000); Somu, C. S. (59335672300); Venitha, E. (57215913277); Savija, J. (58312694000); Mohanaprakash, T. A. (24776728500)|58296524300; 59406863000; 59335672300; 57215913277; 58312694000; 24776728500|Deep Learning Based Classification and Prediction on Vegetable Crop Leaf|2024||0|0||||0|0|10.1109/ICMNWC63764.2024.10872206|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000166180&doi=10.1109%2FICMNWC63764.2024.10872206&partnerID=40&md5=fa06821842a060e40b0cc55675f3b0a2|Globally speaking, India is a country that is growing quickly. Crop diseases pose a severe danger to food security, yet they are still hard to identify. Due to their reliance on a manually created feature extraction process, these systems' accuracy has reached its peak. This approach classification method needs to incorporate CNN to surpass grading accuracy for tomato leaf pestilence. To properly describe and categorize tomato infections, the Deep Learning algorithm is used. Using a sample of 3000 frames of tomato leaves with nine various pestilences and a better and healthier leaf, the full simulation was carried out using Google Colab. The targeted area of the input photographs is first segregated from the genuine snaps after preprocessing the input images. Second, the frames are further processed using various CNN model hyper-parameters. CNN also extracts additional qualities from frames, such as colours, borders, and textures. The results reveal that the predictions made by the demonstrated replica are 98.49% precise. © 2024 IEEE.|convolution neural network; decision tree; deep learning; tomato crop leaf|Convolution neural network; Crop disease; Crop leaves; Deep learning; Features extraction; Food security; Tomato crop leaf; Tomato crops; Tomato leaf; Vegetable crops; Fruits|Conference paper|Final||Scopus|2-s2.0-105000166180|4; 2; 2; 2; 1; 8|||https://orcid.org/0009-0002-2108-5608||5|0.0|8.0
Scopus|Arya, M.S.; Anjali, K.; Unni, D.|Arya, M. S. (57202952603); Anjali, K. (57289938600); Unni, Divya (57208967774)|57202952603; 57289938600; 57208967774|Detection of unhealthy plant leaves using image processing and genetic algorithm with Arduino|2018||0|0||1.0|5.0|0|47|10.1109/EPSCICON.2018.8379584|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049962675&doi=10.1109%2FEPSCICON.2018.8379584&partnerID=40&md5=cba36a3828fa2bd7659b784c857cbaf3|India is an agricultural country and about seventy percent of our population depends on agriculture. One-third of our national income comes from agriculture. So the disease detection of plants plays an important role in the agricultural field. Majority of the plant diseases are caused by the attack of bacteria, fungi, virus etc. If proper care is not taken in this area, it may lead to serious effects on plants and adversely affects the productivity and quality. To detect, the plant diseases we need a fast automatic way. The main approach adopted in practice for detection and identification of plant diseases is naked eye observation through experts. The decision making capability of an expert also depends on his/her physical condition, such as fatigue and eye sight, work pressure, climate etc. So this method is time consuming and less efficient. Here, a project is proposed with an idea of detecting plant diseases using image processing. Image processing toolbox of Matlab is used for measuring affected area of disease and to determine the difference in the color of the disease affected area. This concept can be extended to detect the symptoms of any type of plant diseases that is affected on different horticulture crops. The algorithm can be used to classify the leaves and the classified outcomes are separated using Arduino based conveyor belt system. This reduces an important task of monitoring of farms crops at very early stage itself to detect the symptom of diseases appear on plant leaves. © 2018 IEEE.|Arduino; Conveyor belt; Genetic algorithm; Image processing; Matlab|Belt conveyors; Crops; Decision making; Genetic algorithms; MATLAB; Plants (botany); Power control; Viruses; Agricultural fields; Arduino; Conveyor belt system; Conveyor belts; Detection and identifications; Disease detection; Physical conditions; Work pressures; Image processing|Conference paper|Final||Scopus|2-s2.0-85049962675|7; 1; 2|||https://orcid.org/0000-0002-1847-9705||5|0.0|7.0
IEEE|N. K. S; S. P; R. R|||Identification of Paddy Leaf Disease using Machine Learning Methods|2024|2024 IEEE International Conference on Signal Processing, Informatics, Communication and Energy Systems (SPICES)|0|0||1|6|0|0|10.1109/SPICES62143.2024.10779961||The skill of growing fruits and vegetables is known as horticulture, and it is the foundation of both business and well-being. Crop observation and disease detection have even taken precedence over conventional methods of modern farming, despite those techniques being rendered outdated by ignorance of plant illnesses, which can result in financial losses. Plant disease detection and treatment strategies are becoming more sophisticated as horticulture moves toward the Industrial Internet of things (IIoT) 5.0. This effort focuses on creating a model that can precisely diagnose rice leaf disease by examining the leaves of rice plants in order to accomplish this aim. Utilizing a logistic regression classification algorithm, the ResNet50 model based on R-CNN has been evaluated with a dataset of plant leaf image information. 97% accuracy is attained with the Resnet-50 model when compared with other models namely, DenseNet-161 and Inception Net V3 +RCNN.|Image processing;Rice leaf disease;Computer vision;Plant leaf disease diagnosis deep learning|Plant diseases;Machine learning algorithms;Accuracy;Plants (biology);Horticulture;Laboratories;Crops;Transforms;Agriculture;Industrial Internet of Things||||IEEE||3; 7; 1|||||5|0.0|7.0
IEEE|S. B; M. S; A. R|||PlantMed - An Automated App for Monitoring the Tasks of Farmers|2024|2024 International Conference on Smart Technologies for Sustainable Development Goals (ICSTSDG)|0|0||1|8|0|0|10.1109/ICSTSDG61998.2024.11026485||Farmers and terrace gardeners use PlantMed, a sophisticated mobile application, to track ailments and monitor plant health through the use of machine learning and computer vision. The API focuses on various plants, and users can upload pictures of their plants to diagnose diseases quickly using K-means and CNN network (KNN) algorithms. The application utilizes an open API (Application Programming Interface) for well-being and a linear regression model to forecast production figures for various climatic conditions, including rainfall, temperature, humidity, and wind, while also integrating current weather information. The application offers suggestions for managing agro-health care, such as using pesticides, linking GP (Gram Panchayat) outage measures with government schemes, and registering the soil condition in their vicinity using the Google Maps API. Eva, the integrated multilingual Chabot, encourages users across languages by teaching them how to grow plants, prevent them from diseases, and use the app. Additionally, the application provides educational content in the form of articles, videos, and news about current agricultural trends. Some upcoming enhancements include the incorporation of market demand, the implementation of growing crops where there is a demand for them, and the ability to search nearby locations for agricultural equipment and supplies, thereby transforming plant medicine into a remedy for enhancing crop productivity.|PlantMed;agro health care;linear regression model;K-means and CNN Chabot;soil condition|Temperature measurement;Web services;Linear regression;Crops;Soil;Wind forecasting;Monitoring;Application programming interfaces;Diseases;Videos||||IEEE||7; 1; 4|||https://orcid.org/0000-0002-7098-8363||5|0.0|7.0
