"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NS4NQZRF","conferencePaper","2024","Chavan, Sandip; Ingle, D. R.","Optimizing Vegetable Yield Forecasting with Machine Learning Using Soil and Weather Data","2024 International Conference on Artificial Intelligence and Quantum Computation-Based Sensor Applications, ICAIQSA 2024 - Proceedings","979-8-3315-1795-3","","10.1109/ICAIQSA64000.2024.10882354","http://dx.doi.org/10.1109/ICAIQSA64000.2024.10882354","The majority of people in India depend mostly on agriculture for their livelihood, which also contributes substantially to the country's economy. However, there is still room for improvement and expansion in the agricultural sector's use of technology. Because they can handle huge datasets, recognize patterns, and make predictions or classifications without being specifically trained for each circumstance, machine learning and deep learning have transformed research in numerous domains Accurate and helpful information on many topics is also crucial in farming, in addition to improvements in agricultural apparatus and technology. Remote sensors, satellite photos, and surveys are used to gather this data. Vegetable farming plays a crucial role in meeting the growing global demand for nutritious food. However, unpredictable weather patterns and suboptimal soil conditions can often hinder crop yields, posing significant challenges for farmers. This study aims to address this issue by using machine learning techniques to analyze soil properties, weather patterns, and crop data to provide tailored suggestions for crop selection, which can ultimately increase vegetable yields and promote sustainable farming practices. The research methodology involved collecting extensive data from diverse vegetable farms, including soil samples, weather records, and crop performance metrics over multiple seasons. Using machine learning algorithms, this dataset was processed to develop predictive models that assess the impact of various soil characteristics and weather factors on crop growth and productivity. The developed models were validated on a separate dataset, and the results demonstrated their high accuracy and reliability. The findings of this study suggest that machine learning can be a valuable tool for vegetable farmers to make informed decisions about crop management, leading to increased yields and improved sustainability.","2024-12","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/7C6RKAXF/Chavan and Ingle - 2024 - Optimizing Vegetable Yield Forecasting with Machine Learning Using Soil and Weather Data.pdf","","Machine learning; SVM; KNN; Logistic Regression; Prediction; random forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NIZSS9T","conferencePaper","2023","Gurunathan, K.; Bharathkumar, V.; Meeran, M. Haji Ali; Hariprasath, K.; Jidendiran, R.","Classification of Cultivars Employing the Alexnet Technique Using Deep Learning","Proceedings of the 9th International Conference on Biosignals, Images, and Instrumentation, ICBSII 2023","979-8-3503-3817-1","","10.1109/ICBSII58188.2023.10181087","http://dx.doi.org/10.1109/ICBSII58188.2023.10181087","The recognition of hybrid fruits by humans is considered a challenging task as fruits exist in various colors, sizes, shapes, and textures. In the marketplace, where prediction of fruits, vegetables, and pulses by retailers and the general public is very difficult. In this paper, we have recognised two different classes of fruits, vegetables, and pulses and categorised them based on the stages of their existence and maturity in a procedure called fruit maturity classification. Crop distribution, good fruit counts, crop harvesting, crop disease detection, weed management, and production forecasting are all aspects of managing water and soil and are just a few of the smart agricultural applications that employ robust learning (DL). The finest deep learning is what this project seeks to produce in algorithms for estimating fruit quality and ripeness in order to forecast fruit shelf life. Manual vegetable and fruit detection is a hard process when done in large numbers, but it becomes easy when done in small amounts. Automated detection of these is thus used. Fruit, crop, and pulse images served as the input for the first stage of processing, which included detection. Background removal, extraction of colour and texture properties, and categorization comprised the three steps of the process. The K-means clustering method was used for background subtraction. Statistical attributes were used to pinpoint colour characteristics. This research proposes a simple and effective method for detecting fruits and predicting their nutrition information using deep Alex networks (DAN). The datasets used in the investigation were obtained from the Fruit 360 library of image processing problems. Apples, berries, bananas, grapes, papaya, peaches, avocados, and various apple tastes are among the fruit groups. The trials are also carried out on a variety of additional fruit samples gathered from various Web archives. The network design consists of three fully linked layers, including the max pooling and RELU levels, and five convolution layers. 227∗227∗3 photos should be used as input for 96 filters that are 11∗11∗3 and have a stride length of 4.","2023-03","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-7","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/SUS2IAPJ/Gurunathan et al. - 2023 - Classification of Cultivars Employing the Alexnet Technique Using Deep Learning.pdf","","Deep Learning; Machine Learning; Fruits; Hybrid; Vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2X4B4GBU","conferencePaper","2016","Swetha, K.; Venkataraman, Veena; Sadhana, G. D.; Priyatharshini, R.","Hybrid approach for anthracnose detection using intensity and size features","Proceedings - 2016 IEEE International Conference on Technological Innovations in ICT for Agriculture and Rural Development, TIAR 2016","978-1-5090-0615-1","","10.1109/TIAR.2016.7801208","http://dx.doi.org/10.1109/TIAR.2016.7801208","Anthracnose is a group of fungal diseases that affect a variety of plants in warm, humid areas. Commonly infecting the developing shoots and leaves, anthracnose fungi (usually Colletotrichum or Gloeosporium) produce spores in tiny, sunken, saucer-shaped fruiting bodies known as acervuli. Symptoms include sunken spots or lesions (blight) of various colors in leaves, stems, fruits, or flowers. This reduces the agricultural production significantly. Hence there is a need to detect this disease at the earliest. This paper is based on the determination of lesion areas affected by anthracnose by segmenting them using thresholding segmentation technique. The lesion areas are identified by dark spots on the surface of the leaf or the fruit. The percentage of affected area is determined by taking the size and intensity of the spots into consideration. We have considered three types of fruit namely mango, apple and tomato for our work. The developed methodology consists of two phases. In the first phase, the segmentation technique namely region growing is employed for separating anthracnose affected lesion areas from normal area. In the second phase, these affected areas are graded by calculating the percentage of affected area The work finds application in developing a machine vision system in horticulture field.","2016-07","2026-01-24 00:34:04","2026-01-24 00:34:04","","28-32","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/IV9NZVFY/Swetha et al. - 2016 - Hybrid approach for anthracnose detection using intensity and size features.pdf","","thresholding; segmentation; anthracnose; Colletotrichum; lesions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUZ7B5WT","conferencePaper","2023","Prasad, Sanjana; Haniya, K. Umme; Zeenathunnisa, Syeda; Tahir, Mohammed; Sulaiman, Mohammed","Deep learning based Automatic Indoor Plant Management System using Arduino","2023 4th IEEE Global Conference for Advancement in Technology, GCAT 2023","979-8-3503-0525-8","","10.1109/GCAT59970.2023.10353399","http://dx.doi.org/10.1109/GCAT59970.2023.10353399","Normal plant management systems relies majorly on human monitoring and care. Some of the disadvantages are uneven watering, inadequate nutrition supply to the plants, time consuming, lack in precision of plant health parameters, not having real time visibility, inefficient resource usage of water and energy. In order to overcome these drawbacks, a deep learning-based Plant management system is proposed in this work. By automating the system, there are several advantages. In this project, an Arduino Based Plant Automation System that waters plants automatically based on the amount of soil moisture detected by the sensors is designed. The device provide fertilizer based on detecting plant diseases through image processing software. Some advantages of the proposed system include Accurate Monitoring of plants health parameters. Automated watering, fertilizing, providing real time alerts and notifications, improved plant health and growth, energy and resource efficiency, remote access and control etc. Some areas where this system can be deployed are Smart homes, Indoor gardening, Horticulture research, Sustainable Agriculture and Vertical Farming.","2023-10","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-5","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/SQ5GGSKG/Prasad et al. - 2023 - Deep learning based Automatic Indoor Plant Management System using Arduino.pdf","","Deep learning; Arduino; Plant Management System; Smart Agriculture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8FPA5X6","conferencePaper","2023","Kumar, S. Sandeep; Divakarla, Usha","Mulberry Leaves Diseases and Disease Identification Techniques","International Conference on Integrated Intelligence and Communication Systems, ICIICS 2023","979-8-3503-1545-5","","10.1109/ICIICS59993.2023.10421635","http://dx.doi.org/10.1109/ICIICS59993.2023.10421635","In sericulture, the young caterpillars of the common silk moth, also known as 'Bombyx Mori,' are the most widely used species of silkworm. For the purpose of raising silkworms, mulberry plants are grown. Mulberry leaves are the main source of food for silkworms. Mulberry leaves are an important economic factor in sericulture because they directly influence the quality and quantity of cocoons produced per unit area. Mulberry leaf diseases cause both a loss in leaf quality and a reduction in leaf yield. Feeding silkworms diseased leaves has an effect on both the quality of the silk produced and the number of cocoons formed. Traditional techniques have been used to detect diseases. However, plant pathologists or agricultural professionals have traditionally used empty-eye observation to find leaf diseases. It takes a lot of labour and in-depth understanding of plant illnesses to detect diseases in plant leaves using this approach, which may be unreliable, time-consuming, and lucrative. Therefore, it is crucial to maintain regular watchfulness and employ effective disease diagnosis methods to safeguard mulberry leaves from various disease attacks.","2023-11","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-7","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/L6B83UTK/Kumar and Divakarla - 2023 - Mulberry Leaves Diseases and Disease Identification Techniques.pdf","","Bombyx Mori; Co-coon; Mulberry Leaf; Silkworm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJ5RGMCV","conferencePaper","2024","Pushpa, P.; Priyanka, M.; Somu, C. S.; Venitha, E.; Savija, J.; Mohanaprakash, T. A.","Deep Learning Based Classification and Prediction on Vegetable Crop Leaf","4th IEEE International Conference on Mobile Networks and Wireless Communications, ICMNWC 2024","979-8-3503-5293-1","","10.1109/ICMNWC63764.2024.10872206","http://dx.doi.org/10.1109/ICMNWC63764.2024.10872206","Globally speaking, India is a country that is growing quickly. Crop diseases pose a severe danger to food security, yet they are still hard to identify. Due to their reliance on a manually created feature extraction process, these systems' accuracy has reached its peak. This approach classification method needs to incorporate CNN to surpass grading accuracy for tomato leaf pestilence. To properly describe and categorize tomato infections, the Deep Learning algorithm is used. Using a sample of 3000 frames of tomato leaves with nine various pestilences and a better and healthier leaf, the full simulation was carried out using Google Colab. The targeted area of the input photographs is first segregated from the genuine snaps after preprocessing the input images. Second, the frames are further processed using various CNN model hyper-parameters. CNN also extracts additional qualities from frames, such as colours, borders, and textures. The results reveal that the predictions made by the demonstrated replica are 98.49% precise.","2024-12","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-7","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/UFGS2V5M/Pushpa et al. - 2024 - Deep Learning Based Classification and Prediction on Vegetable Crop Leaf.pdf","","deep learning; convolution neural network; decision tree; tomato crop leaf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMEMK9Y9","conferencePaper","2023","Kavitha, M.; Senthilkumar, S.; Kalaivani, K.; Saranya, E.; Arunkumar, P.; Malu, V.","Smart Environment and Plant Disease Monitoring with Analysis System in Agricultural Field","3rd IEEE International Conference on ICT in Business Industry and Government, ICTBIG 2023","979-8-3503-4327-4","","10.1109/ICTBIG59752.2023.10456200","http://dx.doi.org/10.1109/ICTBIG59752.2023.10456200","Agriculture is deemed to be the most significant segment in India. The main objective of this research work is to monitor plant diseases and analyze the system using a smartphone. The remote monitoring framework, including temperature, stickiness and soil humidity sensors, a microcontroller, an ultrasonic sensor, a camera, and a GSM module is validated for effective environment observation. The technology could offer a fresh method for farming to obtain information related to agriculture. In this monitoring system of agricultural diseases, the main aim is to achieve disease monitoring information and collections of the results are detected by Android application through GSM. ARM processor is used for analog to digital converter (ADC) and sends the gathered information to portable through GSM. An IP web camera is occasionally empowered to catch the plant leaf picture for disease checking and an ultrasonic sensor is utilized with the end goal of plant development checking. It uses a soil battery to drive the temperature sensor to foster plant development checking framework and plant infection observation, likewise adaptive android application to screen such circumstances by utilizing this innovation to accomplish a green hardware framework.","2023-12","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/E9L6BFTN/Kavitha et al. - 2023 - Smart Environment and Plant Disease Monitoring with Analysis System in Agricultural Field.pdf","","Smart agriculture; GSM; Plant disease monitoring; Wireless sensor networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2ZW29GP","conferencePaper","2022","Garg, Surbhi; Dixit, Divya; Yadav, Sudeept Singh","Disease Detection in Plants Using KNN Algorithm","Proceedings - 2022 4th International Conference on Advances in Computing, Communication Control and Networking, ICAC3N 2022","978-1-6654-7436-8","","10.1109/ICAC3N56670.2022.10074491","http://dx.doi.org/10.1109/ICAC3N56670.2022.10074491","India is widely acknowledged as the world's fundamental producer of spices, grains, rice harvests etc. The characteristics of theyield, that defined by the plants growth and harvest. As a result, disease identification in plants is critical in the sector of cultivation. Plants are highly prone to infections, that disturb the plant's progress &, as a result, disrupt the natural balance of the agronomist. The need for an automatic disease detection process is advantageous in identifying a plant disease at an early stage.Pre-processing, feature extraction, segmentation, and classification are all steps in plant disease detection algorithms.The performance of the KNN classifier is examined, and it is discovered that the KNN classifier has higher accuracy and less fault detection than other techniques.","2022-12","2026-01-24 00:34:04","2026-01-24 00:34:04","","938-943","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/BBK9PA7L/Garg et al. - 2022 - Disease Detection in Plants Using KNN Algorithm.pdf","","GLCM; K-means; KNN; Plant Disease Detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSSEI9KZ","conferencePaper","2024","Sharma, Rishabh; Nagpal, Manish","Branching Out: A Simple 5-Level Classification of Magnolia Scale Diseases Using a Combination of CNN and DT Models","2024 5th IEEE Global Conference for Advancement in Technology, GCAT 2024","979-8-3503-7668-5","","10.1109/GCAT62922.2024.10923907","http://dx.doi.org/10.1109/GCAT62922.2024.10923907","Checking and sorting Magnolia Scale diseases is very important for keeping plants healthy and making sure they get the best crop output in farming. In this work, introduce a new mix using Convolutional Neural Networks (CNN) and Decision Trees (DT). It helps to sort Magnolia Scale diseases into five agreed severity levels. The mix of CNN and DT models does well. It gets 96 out of 100 right at guessing how bad the infestation with the Magnolia Scale is. Using what's known as transfer learning, the CNN part takes important features from an existing deep learning system. Then it adjusts these learned features to special traits of a set of Magnolia Scale images for disease identification after fine-tuning. After that, adding the results from a process called CNN into a group of choices helps make the model better. It also makes it strong and gives exact levels for how serious something is. Accuracy measurements such as precision, recall, and F1-scores above 90% across all disease severity levels show that the model is dependable and accurate in spotting different stages of illnesses. The research shows that the mixed model can be very important in disease control plans for gardening. It provides accurate and sure evaluation skills needed to find diseases early on so action can be taken quickly. This study sets the building blocks for improving ways of checking diseases and it looks promising to change disease control methods in plants outside Magnolia. This could improve plant health and make farming more sustainable without just thinking about Magnolia flowers.","2024-10","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-5","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/U6ZDP4KL/Sharma and Nagpal - 2024 - Branching Out A Simple 5-Level Classification of Magnolia Scale Diseases Using a Combination of CNN.pdf","","Horticulture; Convolutional Neural Networks; Disease severity classification; Hybrid models; Magnolia Scale; Plant disease assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMUL4DML","conferencePaper","2016","Massi, Ismail El; Es-Saady, Youssef; Yassa, Mostafa El; Mammass, Driss; Benazoun, Abdeslam","Automatic Recognition of the Damages and Symptoms on Plant Leaves Using Parallel Combination of Two Classifiers","2016 13th International Conference on Computer Graphics, Imaging and Visualization (CGiV)","","","10.1109/cgiv.2016.34","http://dx.doi.org/10.1109/CGiV.2016.34","","2016-03","2026-01-24 00:34:04","2026-01-24 00:34:04","","","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/DRWR9QMD/Massi et al. - 2016 - Automatic Recognition of the Damages and Symptoms on Plant Leaves Using Parallel Combination of Two.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QZ5KNMU","conferencePaper","2025","Kaur, Jashanpreet; Singh, Gurpreet; Jagadish, Sripelli; Salami, Zaeid Ajsan","Indoor Greenery Identification: A ResNet-50 and SVM-Based Approach for Plant Species Recognition","2025 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation, IATMSI 2025","979-8-3315-2169-1","","10.1109/IATMSI64286.2025.10985113","http://dx.doi.org/10.1109/IATMSI64286.2025.10985113","The accurate identifications of houseplant species are very important applications in horticulture, biodiversity conservation, and plant disease management. This research paper presents an approach for classification of house-plant species by focusing on the identification of various plants commonly found in indoor environments. In the model, a hybrid architecture is used in which ResNet-50 is combined with an SVM classifier implemented using the PyTorch deep learning (DL) framework. It utilizes the Adam optimizer to train efficiently. The dataset consists of images of various house plants, categorized into 47 classes with a total of 15,131 images. The ResNet-50 DL architecture has been used and, as an SVM classifier, has performed multi-class classification. The dataset has been divided into training (80%) and testing (20%) sets. The model has been trained for 10 epochs. The proposed model has achieved an impressing accuracy of 98.80%, thereby proving to identify plant species in a more precise manner. As shown by the loss curve, training and validation loss decreased steadily throughout the process. This apparently indicates that the model converged appropriately. The results demonstrate how the SVM-ResNet-50 hybrid is capable of alleviating complex image classification tasks. The major challenge for this experiment was the model's insensitivity to changes caused in images by lighting and angles. Further work in the future will focus on enriching the model through more augmentation techniques and data augmentation to enhance generalization and robustness. Another possible improvement of the model is to implement attention mechanisms to better concentrate on important features.","2025-03","2026-01-24 00:34:05","2026-01-24 00:34:05","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/WTDPH5PT/Kaur et al. - 2025 - Indoor Greenery Identification A ResNet-50 and SVM-Based Approach for Plant Species Recognition.pdf","","image classification; DL; House plant species identification; plant classification; plant species detection; ResNet-50; SVM classifier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTVZTWP8","conferencePaper","2017","Padol, Pranjali B.; Sawant, S. D.","Fusion classification technique used to detect downy and Powdery Mildew grape leaf diseases","Proceedings - International Conference on Global Trends in Signal Processing, Information Computing and Communication, ICGTSPICC 2016","978-1-5090-0467-6","","10.1109/ICGTSPICC.2016.7955315","http://dx.doi.org/10.1109/ICGTSPICC.2016.7955315","Grape constitutes one of the most widely grown fruit crop in the India. Manual observation of experts is used in practice for detection of leaf diseases, which takes more time for further control action. Without accurate disease diagnosis, proper control actions cannot be taken at appropriate time. This is where modern agriculture technique is required to detect and prevent the leaf from different diseases. This paper aims to introduce a new approach for detection of grape leaf diseases using image processing, which will minimize the loss and increase its profit due to automation. In this system, classification is done using Support Vector Machine (SVM) and Artificial Neural Network (ANN) classifies separately. A new classifier is proposed using fusion classification technique which ensembles classifiers from SVM and ANN to regenerate base classifier for grape leaf disease detection. Based on detection of disease the proper mixture of fungicides will be provided to the grape farmers.","2017-12","2026-01-24 00:34:05","2026-01-24 00:34:05","","298-301","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/BZB6S9Z5/Padol and Sawant - 2017 - Fusion classification technique used to detect downy and Powdery Mildew grape leaf diseases.pdf","","Image Processing; K-means clustering; Leaf diseases detection; Artificial Neural Network (ANN); Fusion Classification Technique; Support Vector Machine (SVM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NRDXYXX","conferencePaper","2024","Joshi, Akanksha; Badola, Arjun; Saini, Rashmi","Deep Learning Based Fruit Crop Disease Classification Using Plants Leaf Imagery","Proceedings - 1st International Conference on Electronics, Communication and Signal Processing, ICECSP 2024","979-8-3503-6459-0","","10.1109/ICECSP61809.2024.10698492","http://dx.doi.org/10.1109/ICECSP61809.2024.10698492","Agriculture plays an important role in the economy, providing nutrition, food, and livelihoods to billions of people in this world. Fruits are a vital component of a balanced diet, acting as a rich source of antioxidants, vitamins, minerals, and fibres. To ensure its proper supply to the market, early diagnosis and treatment of fruit crop disease can play a significant role. In order to make this process quicker and more accurate, Deep learning (DL) techniques can be of immense help. In the proposed study, the implementation of four DL models: Visual Geometry Group VGG16, VGG19, EfficientNet-B0, and MobileNet is done on a subset of the Plant Village database, constituting 7,233 leaf images of apples and grapes divided into 8 different classes. Evaluation is done through various metrics, namely Precision, Recall, F1-score and Specificity. All the DL models performed well by attaining accuracy above 95%. MobileNet performed best among all DL models by achieving an accuracy of 99.38%, while VGG16, VGG19, and EfficientNet-B0 achieved an accuracy of 96.75%, 98.69% and 98.76% respectively.","2024-08","2026-01-24 00:34:05","2026-01-24 00:34:05","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/5527N88V/Joshi et al. - 2024 - Deep Learning Based Fruit Crop Disease Classification Using Plants Leaf Imagery.pdf","","Deep Learning; Convolutional Neural Network (CNN); classification; Crop Disease; EfficientNet-B0; MobileNet; VGG16; VGG19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCXR4PKD","conferencePaper","2022","Nagesh, A. Seetharam; Balaji, G. N.","Deep Learning Approach for Recognition and Classification of Tomato Fruit Diseases","2022 International Conference on Data Science, Agents and Artificial Intelligence, ICDSAAI 2022","979-8-3503-3384-8","","10.1109/ICDSAAI55433.2022.10028790","http://dx.doi.org/10.1109/ICDSAAI55433.2022.10028790","Diseases devastate food crops, causing significant losses for farmers and jeopardising food security, resulting in a low production rate. Health monitoring and disease detection are critical for sustainable agriculture. Monitoring the fruit diseases manually is extremely difficult. It necessitates a significant amount of work, knowledge of fruit diseases, and an extended processing time. Hence, deep learning is used to detect fruit diseases with high accuracy. This paper proposes the method to detect the tomato fruit diseases in color images. In the proposed method, convolutional neural network is used for extracting the features and classification. Further, the augmentation strategy is applied on existing samples to create the dataset with large number of samples. The convolutional neural network method based on VGG16 will be used to train augmented data for recognition and classification of tomato diseases. The results of the CNN after testing affirms that the tomato disease can be predicted efficiently, and it can be utilised for early detection purpose.","2022-12","2026-01-24 00:34:05","2026-01-24 00:34:05","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/HCPRBLB5/Nagesh and Balaji - 2022 - Deep Learning Approach for Recognition and Classification of Tomato Fruit Diseases.pdf","","Disease detection; Deep Learning; VGG16; Convolutional Neural Network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMDZJVL4","conferencePaper","2024","Julian, Anitha; Jaiganesh, V.; Thirumurugan, O. T.; Moses, B. Isreal","PepperShield: Disease Detection with Hyper Tuned Precision","Proceedings - 2024 IEEE 16th International Conference on Communication Systems and Network Technologies, CICN 2024","979-8-3315-0526-4","","10.1109/CICN63059.2024.10847513","http://dx.doi.org/10.1109/CICN63059.2024.10847513","A popular vegetable crop, bell peppers (Capsicum annuum) are prized for both their economic significance and nutritional advantages. Bell peppers, like many other crops, are prone to a number of illnesses brought on by bacteria, fungi, viruses, and environmental conditions. These diseases can drastically lower the harvest's quality and output. Preventing crop losses and guaranteeing food security depends on the early identification and precise classification of these diseases. Conventional plant disease detection techniques usually entail professional manual inspection, which can be expensive, time-consuming, and prone to human mistakes. Recent developments in machine learning and artificial intelligence (AI) have opened new possibilities for automating agricultural disease diagnosis. By contrasting two different models, one created from scratch and the other improved with hyperparameter tuning, this effort seeks to utilize CNNs' potential for bell pepper disease prediction and classification. The main goal is to investigate how CNN model performance is affected by adjusting important hyperparameters like learning rate, batch size, and the number of training epochs. Metrics including accuracy, precision, recall, and F1-score will be used to train and assess the models using preprocessed picture data of both healthy and diseased bell peppers. By providing a scalable, AI-driven method for real-time disease diagnosis in bell pepper crops, this research holds significance for precision agriculture.","2024-12","2026-01-24 00:34:05","2026-01-24 00:34:05","","1242-1248","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/PXW2HR6R/Julian et al. - 2024 - PepperShield Disease Detection with Hyper Tuned Precision.pdf","","Precision agriculture; Agricultural AI solutions; Bell pepper disease detection; Convolutional Neural Networks (CNN); Crop health monitoring; Deep learning in agriculture; Disease prediction in crops; Hyperparameter tuning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJNWS9Y8","conferencePaper","2024","Ariffin, Muhammad Hakimi Zamzuri; Harun, Mokhtar; Amizi, Hafiz Haziq; Rashid, Rozeha A.","Effect of Hyperparameter Tuning to Fruit Quality Detection Using Convolutional Neural Network","Conference Proceedings - IEEE International Conference on Advanced Telecommunication and Networking Technologies: Empowering Telecommunication Technologies for Sustainable Future, ATNT 2024","979-8-3503-5350-1","","10.1109/ATNT61688.2024.10719249","http://dx.doi.org/10.1109/ATNT61688.2024.10719249","Malaysia's agricultural sector plays a crucial role in the nation's economy and food security. One of the most pressing issues is the difficulty in identifying and addressing fruit damage early in the production cycle. Current manual inspection methods are labor-intensive, time-consuming, and prone to human error. Convolutional Neural Network (CNN) is a useful tool that help in automatically learning and recognizing pattern in image and to determine the quality of the fruit in agriculture industry. This project is focusing on building CNN machine learning for image classification and detection of fruit quality. The CNN model is being trained with 3 different data sets which are apple, damage apple and potato. The model is trained for two-class-set (apple, damage_apple) and three-class-set (apple, damage_apple and potato) with 1000 and 1500 images consecutively. The experimental results in this study demonstrate that the hyperparameter adjustment of machine learning algorithms has varying effects on fruit quality detection.","2024-09","2026-01-24 00:34:05","2026-01-24 00:34:05","","1-4","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/RN9JEPW5/Ariffin et al. - 2024 - Effect of Hyperparameter Tuning to Fruit Quality Detection Using Convolutional Neural Network.pdf","","Machine Learning; Convolutional Neural Network (CNN); Hyperparameter tuning; Fruit detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VL9GIU25","conferencePaper","2015","Baquero, Douglas; Molina, Juan; Gil, Rodrigo; Bojacá, Carlos; Franco, Hugo; Gómez, Francisco","An image retrieval system for tomato disease assessment","2014 19th Symposium on Image, Signal Processing and Artificial Vision, STSIVA 2014","978-1-4799-7666-9","","10.1109/STSIVA.2014.7010156","http://dx.doi.org/10.1109/STSIVA.2014.7010156","Tomato represents an important vegetable crop worldwide. During cropping cycle several diseases and abnormal conditions may affect tomato plants resulting on considerable losses of production. A precise identification of these pathologies in early phases is fundamental for the implementation of control strategies. Nevertheless, the right identification of symptoms of plants diseases require highly specialized knowledge and facilities, which are not available for small growers. Recently, computer vision tools have been proposed as an alternative for tomato diseases characterization. These works mainly focus on identification of affected regions and classification tasks. Nevertheless, non-specialists may lack of clarity about what they are looking for during the assessment. In these cases, Content Based Image Retrieval (CBIR) systems can be helpful as a complementary strategy to improve the quality of the search by allowing exploration of databases with supplementary information. This work presents a novel strategy for image retrieval of tomato leaves for greenhouse crops suitable to support disease diagnosis. The strategy is based on color structure descriptors and nearest neighbors. Experimental results show that the proposed approach can successfully characterize in several abnormal conditions, such as, chlorosis, sooty moulds and early blight.","2015-09","2026-01-24 00:34:05","2026-01-24 00:34:05","","1-5","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/46B32KA6/Baquero et al. - 2015 - An image retrieval system for tomato disease assessment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
